id,subscription_type,m_revenue,join_date,last_payment,country,age,gender,device_type,plan_duration
1055,Standard,11,07-07-22,01-08-22,Australia,38,Female,Smartphone,1 Month
1056,Standard,14,23-01-23,24-06-23,Spain,43,Male,Laptop,1 Month
1057,Standard,12,17-09-21,06-02-22,Italy,47,Male,Smartphone,1 Month
1058,Standard,12,17-12-22,09-03-23,Italy,31,Female,Laptop,1 Month
1059,Standard,12,13-09-21,15-08-22,Spain,32,Male,Tablet,1 Month
1060,Basic,12,18-09-22,23-06-23,United States,44,Female,Smart TV,1 Month
1061,Standard,11,17-02-23,24-06-23,Canada,37,Female,Tablet,1 Month
1062,Standard,11,20-02-22,13-01-23,France,42,Male,Laptop,1 Month
1063,Basic,13,18-10-22,26-12-22,United States,42,Female,Tablet,1 Month
1064,Standard,14,06-03-22,20-11-22,Germany,49,Male,Smartphone,1 Month
1065,Standard,13,28-07-22,14-04-23,France,50,Male,Smart TV,1 Month
1066,Basic,12,20-03-22,20-03-23,Australia,27,Female,Tablet,1 Month
1067,Standard,15,21-10-22,14-07-23,France,27,Male,Tablet,1 Month
1068,Premium,14,12-05-23,13-07-23,France,28,Male,Smart TV,1 Month
1069,Premium,14,10-06-23,08-07-23,Spain,47,Female,Smartphone,1 Month
1070,Basic,12,31-05-23,06-07-23,Spain,45,Male,Smart TV,1 Month
1071,Standard,13,25-04-23,01-07-23,Germany,26,Female,Smart TV,1 Month
1072,Premium,16,28-02-23,28-06-23,Germany,44,Male,Smartphone,1 Month
1073,Standard,12,01-05-23,05-07-23,Canada,43,Female,Smartphone,1 Month
1074,Basic,9,11-02-22,27-09-22,United States,42,Female,Smartphone,1 Month
1075,Basic,11,14-01-23,27-05-23,United Kingdom,27,Male,Smart TV,1 Month
1076,Premium,16,08-03-23,01-07-23,United States,48,Male,Tablet,1 Month
1077,Premium,17,19-05-23,04-07-23,Spain,27,Male,Laptop,1 Month
1078,Basic,11,03-05-23,14-07-23,Canada,45,Male,Smart TV,1 Month
1079,Premium,15,01-03-22,30-04-22,Mexico,37,Female,Smart TV,1 Month
1080,Standard,15,06-07-22,18-08-22,United Kingdom,28,Female,Smartphone,1 Month
1081,Standard,12,21-12-22,21-06-23,Australia,38,Male,Smartphone,1 Month
1082,Basic,11,13-08-22,21-10-22,United Kingdom,43,Female,Smartphone,1 Month
1083,Basic,13,21-01-23,01-07-23,France,49,Female,Smartphone,1 Month
1084,Basic,9,22-08-22,05-02-23,Spain,44,Female,Smartphone,1 Month
1085,Premium,17,21-01-22,03-11-22,Canada,35,Female,Smart TV,1 Month
1086,Basic,12,03-03-23,14-07-23,Canada,29,Female,Smart TV,1 Month
1087,Premium,14,12-06-22,06-08-22,Canada,28,Female,Smartphone,1 Month
1088,Premium,14,07-06-22,24-11-22,Brazil,39,Male,Smartphone,1 Month
1089,Premium,18,23-09-22,11-06-23,United States,43,Male,Smart TV,1 Month
1090,Standard,13,18-09-22,25-11-22,United States,36,Male,Smartphone,1 Month
1091,Basic,12,25-07-22,14-09-22,United States,26,Male,Smart TV,1 Month
1092,Premium,14,26-12-21,05-07-22,Spain,43,Male,Tablet,1 Month
1093,Standard,12,25-11-21,17-06-22,Canada,41,Male,Smart TV,1 Month
1094,Premium,14,02-07-22,23-04-23,United Kingdom,40,Male,Smartphone,1 Month
1095,Standard,12,03-04-23,29-06-23,Australia,29,Male,Smart TV,1 Month
1096,Basic,11,12-02-23,19-05-23,Mexico,31,Male,Smartphone,1 Month
1097,Basic,9,23-08-22,30-09-22,France,29,Female,Smartphone,1 Month
1098,Standard,12,26-10-22,09-07-23,Italy,50,Male,Smartphone,1 Month
1099,Standard,11,06-01-23,07-07-23,Spain,33,Male,Tablet,1 Month
1100,Basic,10,13-12-22,23-06-23,Brazil,28,Male,Smart TV,1 Month
1101,Standard,15,30-10-21,26-07-22,Australia,36,Female,Smart TV,1 Month
1102,Basic,10,07-09-22,23-06-23,Spain,26,Male,Laptop,1 Month
1103,Basic,9,12-06-23,11-07-23,Spain,51,Male,Smartphone,1 Month
1104,Standard,14,28-04-22,09-12-22,United States,39,Male,Smart TV,1 Month
1105,Standard,15,02-12-21,15-05-22,United Kingdom,45,Male,Smartphone,1 Month
1106,Premium,18,09-06-22,08-06-23,Mexico,30,Female,Tablet,1 Month
1107,Premium,18,07-06-23,06-07-23,Mexico,49,Male,Tablet,1 Month
1108,Standard,14,11-07-22,14-04-23,Spain,51,Male,Tablet,1 Month
1109,Basic,9,10-07-22,20-05-23,Canada,32,Female,Smart TV,1 Month
1110,Premium,16,26-10-21,19-08-22,Germany,40,Male,Laptop,1 Month
1111,Basic,10,22-09-22,10-07-23,United States,36,Male,Laptop,1 Month
1112,Basic,12,23-03-22,14-07-22,Canada,34,Female,Smart TV,1 Month
1113,Basic,11,27-10-21,20-04-22,Mexico,48,Male,Tablet,1 Month
1114,Basic,10,16-09-21,17-06-22,United States,39,Female,Smartphone,1 Month
1115,Basic,9,30-11-22,02-07-23,Italy,42,Male,Smartphone,1 Month
1116,Basic,13,17-02-22,10-12-22,United States,43,Female,Smart TV,1 Month
1117,Standard,14,10-12-22,15-03-23,Mexico,39,Male,Smart TV,1 Month
1118,Basic,9,15-11-21,11-05-22,Spain,32,Female,Smart TV,1 Month
1119,Premium,18,10-01-23,12-02-23,Mexico,39,Male,Smartphone,1 Month
1120,Basic,9,02-04-23,11-07-23,Germany,42,Female,Laptop,1 Month
1121,Premium,17,16-01-22,24-02-22,Spain,28,Female,Laptop,1 Month
1122,Basic,13,27-04-23,22-06-23,Spain,30,Female,Smartphone,1 Month
1123,Basic,13,08-10-22,14-07-23,France,34,Female,Tablet,1 Month
1124,Standard,13,29-06-22,16-10-22,Spain,43,Male,Smartphone,1 Month
1125,Basic,10,09-12-21,14-04-22,United States,35,Male,Smart TV,1 Month
1126,Standard,13,02-05-23,09-07-23,Spain,42,Female,Smartphone,1 Month
1127,Premium,16,18-09-21,03-05-22,Spain,41,Female,Laptop,1 Month
1128,Premium,18,14-05-23,07-07-23,United States,50,Female,Smart TV,1 Month
1129,Standard,13,11-03-22,14-10-22,United Kingdom,39,Male,Smart TV,1 Month
1130,Basic,9,19-02-23,02-06-23,Australia,44,Male,Smart TV,1 Month
1131,Basic,9,16-01-23,20-02-23,France,39,Male,Laptop,1 Month
1132,Standard,11,31-05-23,20-06-23,United States,28,Male,Smartphone,1 Month
1133,Premium,15,10-09-22,05-04-23,Canada,35,Male,Tablet,1 Month
1134,Basic,9,21-02-23,02-07-23,United Kingdom,48,Female,Smart TV,1 Month
1135,Standard,11,01-07-22,18-01-23,Germany,40,Male,Tablet,1 Month
1136,Premium,17,30-01-23,09-07-23,France,40,Male,Laptop,1 Month
1137,Basic,10,02-04-22,18-03-23,United Kingdom,49,Female,Smart TV,1 Month
1138,Basic,13,10-05-23,07-07-23,Spain,34,Female,Tablet,1 Month
1139,Standard,12,13-10-22,14-11-22,Mexico,32,Male,Smartphone,1 Month
1140,Basic,12,12-12-22,29-06-23,Spain,27,Male,Laptop,1 Month
1141,Basic,10,28-08-22,13-01-23,France,36,Female,Tablet,1 Month
1142,Standard,13,16-05-22,02-11-22,United Kingdom,43,Female,Laptop,1 Month
1143,Basic,10,11-12-22,23-05-23,United States,38,Female,Smart TV,1 Month
1144,Premium,15,04-01-22,17-05-22,United States,47,Female,Laptop,1 Month
1145,Premium,17,28-02-22,24-02-23,France,28,Male,Tablet,1 Month
1146,Basic,10,29-01-22,25-08-22,Spain,29,Male,Smart TV,1 Month
1147,Standard,14,15-02-22,27-10-22,Spain,47,Male,Smartphone,1 Month
1148,Premium,17,18-12-22,08-07-23,Spain,36,Male,Laptop,1 Month
1149,Basic,11,09-03-22,07-05-22,Spain,33,Female,Tablet,1 Month
1150,Standard,15,09-07-22,25-04-23,Spain,28,Male,Smartphone,1 Month
1151,Premium,18,04-01-22,05-02-22,Canada,38,Male,Tablet,1 Month
1152,Premium,18,12-03-22,20-06-22,United Kingdom,29,Male,Laptop,1 Month
1153,Basic,12,02-06-23,23-06-23,United States,51,Female,Tablet,1 Month
1154,Premium,18,18-10-22,18-02-23,United States,42,Female,Tablet,1 Month
1155,Basic,12,10-12-21,22-04-22,Australia,47,Male,Laptop,1 Month
1156,Premium,14,13-09-21,21-01-22,United States,38,Female,Smartphone,1 Month
1157,Basic,12,19-02-22,04-09-22,Spain,38,Male,Laptop,1 Month
1158,Basic,11,15-01-22,04-06-22,Germany,44,Male,Smart TV,1 Month
1159,Standard,12,07-10-21,17-04-22,Italy,34,Female,Smart TV,1 Month
1160,Premium,17,22-01-22,15-09-22,United Kingdom,47,Male,Smartphone,1 Month
1161,Basic,12,04-07-22,03-07-23,United States,39,Female,Tablet,1 Month
1162,Premium,17,01-06-22,08-12-22,Brazil,37,Female,Laptop,1 Month
1163,Premium,17,29-08-22,10-07-23,Spain,36,Male,Smartphone,1 Month
1164,Standard,12,24-05-22,08-03-23,Germany,51,Female,Smart TV,1 Month
1165,Basic,13,25-07-22,30-06-23,Brazil,32,Female,Smart TV,1 Month
1166,Premium,18,20-10-22,27-06-23,United Kingdom,50,Female,Laptop,1 Month
1167,Premium,14,15-01-23,11-07-23,Spain,33,Female,Tablet,1 Month
1168,Premium,14,01-02-22,02-04-22,Germany,47,Male,Smart TV,1 Month
1169,Basic,11,29-09-21,21-01-22,Italy,36,Male,Smart TV,1 Month
1170,Basic,10,14-12-21,26-06-22,United States,42,Male,Smartphone,1 Month
1171,Standard,12,23-02-22,13-12-22,Italy,43,Female,Laptop,1 Month
1172,Standard,15,13-10-21,09-07-22,Spain,35,Male,Tablet,1 Month
1173,Standard,13,05-05-22,21-03-23,Australia,33,Female,Smart TV,1 Month
1174,Premium,18,29-09-21,14-03-22,Mexico,27,Female,Tablet,1 Month
1175,Basic,11,18-11-21,07-08-22,Mexico,45,Male,Smart TV,1 Month
1176,Premium,18,13-03-22,09-02-23,Germany,32,Female,Smart TV,1 Month
1177,Premium,15,15-03-22,26-05-22,Australia,32,Female,Smartphone,1 Month
1178,Premium,17,28-06-22,02-03-23,Canada,42,Male,Tablet,1 Month
1179,Premium,18,15-12-22,06-05-23,Spain,51,Male,Smart TV,1 Month
1180,Basic,10,02-02-23,14-07-23,United States,26,Female,Smartphone,1 Month
1181,Basic,12,20-01-23,27-06-23,Germany,31,Male,Smartphone,1 Month
1182,Basic,12,23-03-23,01-07-23,United Kingdom,37,Male,Smart TV,1 Month
1183,Premium,16,11-06-22,27-10-22,Italy,48,Male,Laptop,1 Month
1184,Standard,11,07-11-21,08-06-22,Spain,29,Female,Smart TV,1 Month
1185,Standard,12,06-10-21,26-05-22,Mexico,34,Male,Smartphone,1 Month
1186,Standard,11,27-01-22,20-03-22,France,47,Female,Laptop,1 Month
1187,Standard,15,04-06-22,19-08-22,United States,51,Female,Tablet,1 Month
1188,Standard,13,30-11-21,17-09-22,Spain,47,Male,Smartphone,1 Month
1189,Standard,11,22-01-22,28-09-22,Canada,35,Male,Smartphone,1 Month
1190,Premium,16,12-09-22,09-07-23,Italy,37,Female,Smartphone,1 Month
1191,Premium,16,16-04-22,30-07-22,Australia,51,Male,Laptop,1 Month
1192,Premium,14,01-06-23,14-07-23,Brazil,29,Female,Laptop,1 Month
1193,Basic,9,21-05-23,03-07-23,Canada,43,Male,Smart TV,1 Month
1194,Standard,11,13-11-21,10-08-22,Brazil,47,Male,Tablet,1 Month
1195,Premium,15,05-02-22,12-07-22,Germany,31,Female,Smart TV,1 Month
1196,Premium,14,17-03-23,22-06-23,Spain,35,Male,Smart TV,1 Month
1197,Basic,13,19-06-22,31-12-22,Canada,40,Male,Smartphone,1 Month
1198,Standard,14,26-06-22,15-05-23,United States,28,Female,Smartphone,1 Month
1199,Basic,11,20-02-22,22-11-22,United States,26,Female,Smartphone,1 Month
1200,Standard,13,20-06-23,04-07-23,France,43,Female,Laptop,1 Month
1201,Premium,18,09-12-22,05-07-23,Australia,43,Female,Tablet,1 Month
1202,Basic,13,22-09-21,31-03-22,United States,33,Female,Tablet,1 Month
1203,Standard,15,05-03-22,01-11-22,United States,50,Female,Smartphone,1 Month
1204,Premium,16,25-10-21,02-03-22,United Kingdom,35,Female,Laptop,1 Month
1205,Standard,15,19-02-22,17-05-22,Spain,50,Female,Smart TV,1 Month
1206,Basic,11,17-02-22,31-10-22,United Kingdom,44,Female,Smartphone,1 Month
1207,Basic,10,27-11-22,16-06-23,Germany,34,Female,Smartphone,1 Month
1208,Premium,15,02-02-23,03-04-23,Spain,44,Male,Laptop,1 Month
1209,Premium,14,30-12-22,15-07-23,Mexico,37,Male,Tablet,1 Month
1210,Basic,13,18-12-22,18-02-23,Brazil,46,Female,Smartphone,1 Month
1211,Standard,13,27-10-22,28-06-23,Australia,44,Female,Smart TV,1 Month
1212,Basic,9,05-03-23,05-07-23,Germany,42,Male,Smartphone,1 Month
1213,Premium,17,19-01-22,16-10-22,Canada,29,Female,Tablet,1 Month
1214,Premium,15,23-04-22,26-08-22,United States,29,Female,Smartphone,1 Month
1215,Premium,18,03-07-22,22-04-23,United States,28,Female,Laptop,1 Month
1216,Premium,18,16-06-22,16-02-23,Mexico,35,Male,Laptop,1 Month
1217,Basic,13,31-10-21,28-10-22,Canada,36,Female,Laptop,1 Month
1218,Basic,13,20-07-22,21-03-23,United States,26,Female,Tablet,1 Month
1219,Standard,15,02-12-22,18-02-23,Mexico,35,Male,Smart TV,1 Month
1220,Standard,13,28-01-22,31-03-22,United States,29,Female,Smartphone,1 Month
1221,Standard,15,04-09-21,03-02-22,Canada,28,Male,Smart TV,1 Month
1222,Basic,11,14-08-22,08-10-22,Spain,37,Female,Tablet,1 Month
1223,Premium,16,22-01-23,22-05-23,Canada,41,Female,Smart TV,1 Month
1224,Premium,18,05-03-22,03-08-22,Italy,26,Female,Laptop,1 Month
1225,Basic,13,08-01-22,17-07-22,Germany,28,Female,Laptop,1 Month
1226,Basic,11,30-12-22,26-06-23,United States,32,Male,Laptop,1 Month
1227,Basic,9,30-03-23,05-07-23,Brazil,29,Female,Smart TV,1 Month
1228,Standard,12,27-04-22,06-10-22,Spain,26,Female,Laptop,1 Month
1229,Premium,18,12-02-23,20-05-23,United Kingdom,26,Female,Laptop,1 Month
1230,Premium,18,13-06-22,30-11-22,Germany,44,Female,Tablet,1 Month
1231,Basic,10,08-09-21,26-10-21,Mexico,41,Male,Laptop,1 Month
1232,Basic,12,01-06-22,12-12-22,United Kingdom,26,Female,Smart TV,1 Month
1233,Basic,13,26-10-22,07-07-23,Spain,49,Female,Smartphone,1 Month
1234,Basic,11,01-04-23,19-05-23,United Kingdom,45,Female,Smart TV,1 Month
1235,Standard,13,23-04-22,22-06-22,France,30,Female,Tablet,1 Month
1236,Standard,13,21-06-23,09-07-23,Spain,29,Female,Laptop,1 Month
1237,Premium,18,23-06-22,06-12-22,United Kingdom,33,Male,Laptop,1 Month
1238,Basic,13,25-03-23,30-06-23,Brazil,48,Male,Smart TV,1 Month
1239,Standard,13,03-10-21,20-01-22,Mexico,40,Male,Tablet,1 Month
1240,Basic,13,19-09-22,09-07-23,Canada,45,Male,Tablet,1 Month
1241,Standard,14,18-08-22,08-01-23,Italy,26,Male,Smartphone,1 Month
1242,Basic,12,31-01-23,20-06-23,Mexico,38,Female,Laptop,1 Month
1243,Premium,15,13-10-22,20-06-23,United Kingdom,43,Male,Smart TV,1 Month
1244,Standard,15,03-09-22,23-01-23,France,51,Female,Smart TV,1 Month
1245,Basic,11,18-10-22,11-12-22,United States,44,Female,Tablet,1 Month
1246,Standard,11,16-08-22,16-11-22,Germany,26,Male,Laptop,1 Month
1247,Basic,9,16-05-22,23-03-23,Mexico,38,Male,Laptop,1 Month
1248,Premium,18,29-04-22,10-03-23,Spain,40,Male,Laptop,1 Month
1249,Premium,14,01-12-22,09-02-23,Germany,29,Male,Tablet,1 Month
1250,Basic,13,02-09-22,16-04-23,Canada,28,Male,Smartphone,1 Month
1251,Standard,15,01-02-22,12-11-22,Australia,39,Male,Laptop,1 Month
1252,Basic,10,26-04-23,07-07-23,Italy,35,Male,Laptop,1 Month
1253,Premium,14,08-05-23,12-07-23,United States,29,Female,Smart TV,1 Month
1254,Standard,13,03-07-22,30-12-22,Brazil,51,Female,Tablet,1 Month
1255,Standard,14,19-09-22,24-05-23,Mexico,28,Male,Smart TV,1 Month
1256,Standard,11,25-09-21,25-10-21,Australia,28,Female,Smartphone,1 Month
1257,Premium,18,23-09-21,05-06-22,Australia,27,Female,Tablet,1 Month
1258,Premium,17,29-03-23,27-06-23,Canada,41,Male,Smart TV,1 Month
1259,Premium,17,14-12-21,15-04-22,United Kingdom,47,Male,Smartphone,1 Month
1260,Premium,15,03-08-22,26-03-23,Spain,30,Female,Tablet,1 Month
1261,Premium,14,13-11-21,25-02-22,Germany,34,Female,Tablet,1 Month
1262,Basic,12,03-10-21,09-11-21,Spain,50,Male,Tablet,1 Month
1263,Premium,14,16-02-22,30-10-22,France,45,Female,Laptop,1 Month
1264,Premium,18,13-05-23,09-07-23,France,50,Male,Smart TV,1 Month
1265,Premium,16,25-04-23,09-07-23,Brazil,32,Male,Smartphone,1 Month
1266,Basic,10,09-03-23,27-06-23,Brazil,40,Male,Laptop,1 Month
1267,Standard,11,25-08-22,07-07-23,Germany,39,Female,Smartphone,1 Month
1268,Premium,15,28-07-22,13-03-23,United States,47,Female,Laptop,1 Month
1269,Premium,18,24-06-23,30-06-23,Spain,47,Male,Smartphone,1 Month
1270,Basic,9,31-07-22,02-05-23,Canada,26,Male,Laptop,1 Month
1271,Premium,15,30-08-22,17-10-22,Spain,32,Male,Tablet,1 Month
1272,Basic,9,16-05-23,27-06-23,United Kingdom,49,Female,Laptop,1 Month
1273,Premium,15,10-04-23,14-07-23,Spain,35,Male,Smartphone,1 Month
1274,Premium,16,02-01-23,27-06-23,Italy,28,Male,Tablet,1 Month
1275,Basic,10,05-11-21,28-08-22,United States,31,Female,Laptop,1 Month
1276,Premium,15,05-12-22,22-05-23,Spain,49,Female,Smart TV,1 Month
1277,Premium,14,03-11-22,14-07-23,Australia,51,Male,Smartphone,1 Month
1278,Premium,16,05-11-22,10-07-23,Germany,40,Male,Smartphone,1 Month
1279,Basic,10,09-04-22,28-09-22,United States,27,Female,Smartphone,1 Month
1280,Basic,12,15-04-22,04-06-22,Germany,33,Female,Smart TV,1 Month
1281,Premium,14,25-10-21,01-02-22,Spain,38,Female,Laptop,1 Month
1282,Standard,12,19-04-23,13-07-23,Spain,47,Female,Laptop,1 Month
1283,Premium,14,30-12-21,12-04-22,United Kingdom,33,Female,Smart TV,1 Month
1284,Basic,11,26-07-22,20-09-22,United Kingdom,41,Male,Smart TV,1 Month
1285,Standard,12,02-10-21,14-11-21,Italy,28,Male,Tablet,1 Month
1286,Standard,12,15-04-22,11-10-22,Germany,43,Female,Smart TV,1 Month
1287,Standard,15,13-04-22,16-05-22,United Kingdom,45,Female,Smartphone,1 Month
1288,Standard,15,25-02-22,10-09-22,Mexico,33,Male,Smart TV,1 Month
1289,Standard,13,18-02-23,02-07-23,Spain,27,Male,Tablet,1 Month
1290,Standard,11,09-11-21,10-10-22,United States,33,Male,Laptop,1 Month
1291,Premium,16,07-10-22,05-12-22,Canada,28,Female,Smartphone,1 Month
1292,Basic,11,19-12-22,08-07-23,United States,26,Female,Smart TV,1 Month
1293,Basic,10,18-12-22,04-06-23,Mexico,41,Male,Smart TV,1 Month
1294,Basic,10,25-10-21,11-12-21,Germany,32,Male,Smart TV,1 Month
1295,Standard,15,17-04-22,11-04-23,Canada,46,Female,Laptop,1 Month
1296,Basic,9,25-07-22,27-03-23,United States,51,Male,Laptop,1 Month
1297,Premium,16,22-09-22,11-07-23,Brazil,44,Female,Tablet,1 Month
1298,Premium,14,11-04-23,28-06-23,Italy,35,Male,Smartphone,1 Month
1299,Standard,14,10-11-21,12-07-22,Spain,39,Female,Smartphone,1 Month
1300,Standard,12,27-05-23,27-06-23,France,33,Male,Laptop,1 Month
1301,Basic,13,11-10-21,08-07-22,Canada,34,Female,Smartphone,1 Month
1302,Basic,12,16-05-23,01-07-23,United States,41,Male,Smart TV,1 Month
1303,Premium,14,20-07-22,02-03-23,United Kingdom,34,Female,Laptop,1 Month
1304,Basic,13,27-04-23,15-07-23,Germany,42,Female,Smart TV,1 Month
1305,Standard,11,21-02-23,06-07-23,Spain,45,Female,Laptop,1 Month
1306,Basic,10,15-02-23,05-07-23,Spain,46,Male,Tablet,1 Month
1307,Premium,17,12-09-22,09-01-23,United Kingdom,45,Female,Laptop,1 Month
1308,Premium,15,13-10-22,05-05-23,United States,46,Male,Tablet,1 Month
1309,Standard,15,08-09-21,16-06-22,Spain,30,Male,Smart TV,1 Month
1310,Standard,13,21-09-22,31-03-23,Brazil,32,Female,Smart TV,1 Month
1311,Basic,11,22-08-22,21-02-23,Italy,31,Male,Tablet,1 Month
1312,Standard,11,20-02-23,05-07-23,United States,27,Male,Laptop,1 Month
1313,Premium,18,25-10-22,13-07-23,Spain,46,Female,Smartphone,1 Month
1314,Premium,14,07-10-22,27-06-23,United Kingdom,44,Female,Tablet,1 Month
1315,Premium,15,20-07-22,11-12-22,France,30,Male,Smart TV,1 Month
1316,Basic,9,19-03-23,14-07-23,United States,31,Female,Laptop,1 Month
1317,Basic,10,01-06-22,19-01-23,Mexico,41,Female,Laptop,1 Month
1318,Standard,15,16-05-22,30-08-22,United Kingdom,43,Male,Tablet,1 Month
1319,Standard,14,15-01-22,07-02-22,United States,50,Male,Laptop,1 Month
1320,Basic,9,17-01-22,01-06-22,Italy,32,Male,Smartphone,1 Month
1321,Basic,13,01-03-22,19-04-22,Mexico,46,Female,Laptop,1 Month
1322,Basic,13,08-02-23,11-07-23,Germany,41,Female,Smart TV,1 Month
1323,Standard,12,01-01-23,30-04-23,Canada,28,Male,Laptop,1 Month
1324,Basic,10,19-03-23,03-07-23,Canada,29,Female,Tablet,1 Month
1325,Premium,15,26-08-22,11-05-23,Mexico,50,Male,Tablet,1 Month
1326,Standard,13,30-10-21,29-04-22,Australia,36,Female,Laptop,1 Month
1327,Premium,17,02-03-23,11-06-23,United States,30,Female,Tablet,1 Month
1328,Basic,9,08-06-22,08-07-22,United Kingdom,35,Female,Laptop,1 Month
1329,Standard,14,13-02-23,07-07-23,France,28,Female,Tablet,1 Month
1330,Premium,16,16-01-23,29-06-23,Canada,49,Male,Smart TV,1 Month
1331,Standard,14,09-06-22,01-05-23,United Kingdom,37,Male,Smart TV,1 Month
1332,Standard,15,15-02-23,27-06-23,Australia,32,Male,Laptop,1 Month
1333,Standard,11,04-09-22,10-03-23,Canada,50,Female,Tablet,1 Month
1334,Standard,12,02-01-23,08-07-23,Italy,51,Male,Laptop,1 Month
1335,Standard,12,01-04-23,27-06-23,France,39,Female,Smartphone,1 Month
1336,Standard,15,31-07-22,02-02-23,France,47,Female,Smart TV,1 Month
1337,Standard,14,06-09-22,02-03-23,Germany,29,Female,Smartphone,1 Month
1338,Basic,10,31-08-22,14-06-23,Italy,42,Male,Smart TV,1 Month
1339,Basic,9,04-06-23,08-07-23,Germany,31,Female,Smartphone,1 Month
1340,Standard,12,18-11-21,19-04-22,Canada,39,Male,Smart TV,1 Month
1341,Premium,17,18-12-21,01-07-22,United States,31,Female,Laptop,1 Month
1342,Basic,12,27-06-22,11-12-22,Canada,31,Male,Smartphone,1 Month
1343,Standard,12,19-02-23,15-07-23,Canada,44,Male,Smart TV,1 Month
1344,Standard,12,19-06-22,20-08-22,Australia,46,Female,Laptop,1 Month
1345,Standard,15,03-10-21,26-02-22,Germany,41,Male,Smartphone,1 Month
1346,Standard,13,09-04-22,08-11-22,France,37,Male,Tablet,1 Month
1347,Standard,14,06-11-21,11-12-21,Italy,41,Male,Tablet,1 Month
1348,Standard,13,27-03-22,13-02-23,France,50,Female,Laptop,1 Month
1349,Premium,17,10-11-22,06-07-23,United Kingdom,49,Male,Tablet,1 Month
1350,Premium,14,11-04-23,20-06-23,Brazil,42,Female,Smartphone,1 Month
1351,Standard,14,02-01-23,08-07-23,France,41,Male,Smartphone,1 Month
1352,Basic,13,05-01-23,25-02-23,France,37,Female,Laptop,1 Month
1353,Premium,16,26-10-21,29-07-22,United Kingdom,40,Female,Smart TV,1 Month
1354,Standard,14,11-12-22,29-01-23,Canada,34,Male,Laptop,1 Month
1355,Standard,15,11-02-23,21-06-23,United Kingdom,48,Male,Laptop,1 Month
1356,Premium,14,22-04-23,04-07-23,United States,44,Female,Tablet,1 Month
1357,Standard,11,16-10-21,13-09-22,Spain,33,Male,Laptop,1 Month
1358,Premium,14,19-01-23,20-06-23,United States,31,Female,Smart TV,1 Month
1359,Standard,14,14-11-21,25-10-22,Spain,34,Male,Smart TV,1 Month
1360,Premium,18,08-12-21,10-09-22,United States,39,Female,Laptop,1 Month
1361,Premium,18,01-02-23,25-06-23,Mexico,38,Male,Laptop,1 Month
1362,Standard,12,26-06-23,12-07-23,France,40,Male,Laptop,1 Month
1363,Basic,10,08-06-22,14-12-22,Australia,33,Male,Tablet,1 Month
1364,Basic,10,25-01-22,19-05-22,Spain,30,Female,Smart TV,1 Month
1365,Premium,16,05-06-23,11-07-23,Canada,32,Female,Laptop,1 Month
1366,Premium,16,20-03-22,09-03-23,Spain,37,Male,Smart TV,1 Month
1367,Premium,17,02-04-22,16-09-22,United Kingdom,30,Female,Smartphone,1 Month
1368,Standard,14,07-08-22,05-03-23,Australia,42,Female,Smart TV,1 Month
1369,Premium,18,12-12-22,08-07-23,United States,39,Female,Smartphone,1 Month
1370,Standard,11,13-11-21,18-10-22,United States,48,Female,Tablet,1 Month
1371,Basic,11,12-11-21,20-09-22,United States,31,Female,Smartphone,1 Month
1372,Standard,11,24-04-22,28-02-23,Australia,31,Male,Laptop,1 Month
1373,Premium,14,26-06-22,25-11-22,Italy,41,Female,Laptop,1 Month
1374,Basic,11,11-06-23,14-07-23,Mexico,46,Male,Smartphone,1 Month
1375,Standard,12,23-10-21,27-02-22,Spain,48,Male,Laptop,1 Month
1376,Basic,12,24-04-23,04-06-23,Italy,27,Male,Smartphone,1 Month
1377,Premium,18,21-11-22,04-07-23,United States,35,Female,Laptop,1 Month
1378,Basic,10,05-04-22,17-08-22,United States,51,Male,Smart TV,1 Month
1379,Standard,15,02-06-22,26-05-23,Australia,42,Male,Laptop,1 Month
1380,Basic,12,28-08-22,19-11-22,Spain,44,Female,Smart TV,1 Month
1381,Standard,11,12-11-21,20-12-21,Italy,32,Male,Smartphone,1 Month
1382,Standard,13,23-11-22,06-07-23,Spain,41,Female,Tablet,1 Month
1383,Basic,11,02-06-22,14-08-22,Italy,44,Male,Tablet,1 Month
1384,Standard,13,09-05-23,11-07-23,Australia,39,Male,Smart TV,1 Month
1385,Premium,15,24-07-22,16-04-23,United Kingdom,35,Male,Smart TV,1 Month
1386,Premium,18,18-10-21,30-04-22,United States,48,Male,Laptop,1 Month
1387,Premium,18,04-02-23,27-02-23,Spain,38,Male,Laptop,1 Month
1388,Standard,14,02-03-23,11-07-23,Brazil,29,Male,Smart TV,1 Month
1389,Basic,11,06-05-22,21-01-23,Germany,34,Male,Smartphone,1 Month
1390,Standard,12,27-12-21,04-04-22,France,48,Male,Smartphone,1 Month
1391,Basic,13,06-04-22,25-05-22,Brazil,29,Female,Smart TV,1 Month
1392,Basic,10,28-03-22,09-02-23,Germany,28,Female,Smart TV,1 Month
1393,Basic,10,14-12-22,22-05-23,Spain,35,Male,Tablet,1 Month
1394,Standard,13,09-12-22,07-07-23,Brazil,44,Female,Smartphone,1 Month
1395,Standard,12,23-12-22,14-07-23,Mexico,37,Male,Tablet,1 Month
1396,Premium,17,03-08-22,07-01-23,Australia,47,Male,Smartphone,1 Month
1397,Premium,17,06-12-21,28-06-22,United Kingdom,28,Female,Tablet,1 Month
